level,structure_id,llm_assignments,query_type,cost,energy,latency,qoa,input_cost,input_latency,input_energy,output_cost,output_latency,output_energy,average_output_tokens
1,0,"(2,)",computer science_mmlu,2.8850000000000003e-05,33.989999999999995,45.3198867,0.8345979750156403,6e-08,0.133,0.1,1.4e-07,0.133,0.1,41.072366
1,0,"(2,)",health_mmlu,1.7138e-05,25.03,33.373249900000005,0.887923789024353,6e-08,0.133,0.1,1.4e-07,0.133,0.1,19.795234
1,0,"(2,)",history_mmlu,1.7102e-05,24.85,33.1332505,0.6823949038982391,6e-08,0.133,0.1,1.4e-07,0.133,0.1,19.446383
1,0,"(2,)",other_mmlu,1.8605999999999998e-05,22.130000000000003,29.506592899999998,0.9232375741004943,6e-08,0.133,0.1,1.4e-07,0.133,0.1,43.808043
1,0,"(2,)",philosophy_mmlu,1.4296e-05,18.119999999999997,24.1599396,0.7980362981557846,6e-08,0.133,0.1,1.4e-07,0.133,0.1,16.052809
1,0,"(2,)",physics_mmlu,1.421e-05,20.650000000000002,27.5332645,0.662324070930481,6e-08,0.133,0.1,1.4e-07,0.133,0.1,47.345897
1,0,"(2,)",psychology_mmlu,1.2046e-05,17.410000000000004,23.2132753,0.8904587149620056,6e-08,0.133,0.1,1.4e-07,0.133,0.1,20.92
1,0,"(3,)",Art,8.819999999999999e-06,9.0165486,12.911264400000002,0.4763900198042393,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,6.517787
1,0,"(3,)",Geography,1.0719999999999999e-05,9.014317333333333,12.908069333333335,0.36067654689153034,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,8.064074
1,0,"(3,)",History,8.544e-06,8.768877999999999,12.556612000000001,0.5245547086000443,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,6.678085
1,0,"(3,)",Music,9.125999999999999e-06,8.5948392,12.307396800000001,0.45834688395261763,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,6.352426
1,0,"(3,)",Other,8.513999999999998e-06,8.5546764,12.2498856,0.36835418492555616,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,7.421234
1,0,"(3,)",Politics,9.149999999999999e-06,9.1437308,13.0933832,0.5135868191719055,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,8.089234
1,0,"(3,)",Science and technology,9.053999999999998e-06,9.2575254,13.256331600000001,0.49449560344219207,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,6.939447
1,0,"(3,)",Sports,9.785999999999999e-06,9.351238599999999,13.3905244,0.36134611666202543,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,8.896979
1,0,"(3,)",TV shows,8.22e-06,8.487738400000001,12.154033600000002,0.6060403883457184,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,7.285392
1,0,"(3,)",Video games,8.886e-06,8.7086338,12.4703452,0.5813367515802383,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,8.155149
1,0,"(3,)",biology_mmlu,2.043e-05,17.671632,25.304928,0.8946886003017426,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,33.338553
1,0,"(3,)",business_mmlu,1.0127999999999999e-05,9.6926224,13.8793696,0.79641273021698,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,45.934
1,0,"(3,)",chemistry_mmlu,1.6105714285714285e-05,15.357489714285716,21.99118742857143,0.7372123854500907,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,63.100486
1,0,"(3,)",computer science_mmlu,1.9235999999999997e-05,17.1227404,24.518941599999998,0.8713959097862244,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,41.072366
1,0,"(3,)",health_mmlu,1.662e-05,15.870999799999998,22.726509200000002,0.836908546090126,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,19.795234
1,0,"(3,)",history_mmlu,1.9002e-05,16.39981,23.48374,0.8696298778057099,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,19.446383
1,0,"(3,)",other_mmlu,1.2665999999999999e-05,11.2991344,16.1798176,0.9214723408222198,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,43.808043
1,0,"(3,)",philosophy_mmlu,1.1424000000000001e-05,10.134413200000001,14.511992800000002,0.8662476718425751,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,16.052809
1,0,"(3,)",physics_mmlu,1.3965e-05,13.119848,18.786992,0.6165839731693268,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,47.345897
1,0,"(3,)",psychology_mmlu,1.1934e-05,11.0648514,15.844335599999999,0.9034036934375763,6e-08,0.09582,0.067,2.4e-07,0.09582,0.067,20.92
1,0,"(4,)",Art,1.2329999999999999e-05,11.1967086,8.040593,0.52392847687006,9e-08,0.06,0.083,1.6e-07,0.06,0.083,6.517787
1,0,"(4,)",Geography,1.1760000000000001e-05,10.512558,7.54929,0.4095109651486079,9e-08,0.06,0.083,1.6e-07,0.06,0.083,8.064074
1,0,"(4,)",History,1.204e-05,10.9213797,7.8428735000000005,0.46439243853092194,9e-08,0.06,0.083,1.6e-07,0.06,0.083,6.678085
1,0,"(4,)",Music,1.1357e-05,10.3206621,7.4114855,0.4612290024757385,9e-08,0.06,0.083,1.6e-07,0.06,0.083,6.352426
1,0,"(4,)",Other,1.1863e-05,10.679424000000001,7.669120000000001,0.3555575951933861,9e-08,0.06,0.083,1.6e-07,0.06,0.083,7.421234
1,0,"(4,)",Politics,1.2745e-05,11.4386643,8.214346500000001,0.52287080809474,9e-08,0.06,0.083,1.6e-07,0.06,0.083,8.089234
1,0,"(4,)",Science and technology,1.2773e-05,11.5554705,8.2982275,0.44460735023021697,9e-08,0.06,0.083,1.6e-07,0.06,0.083,6.939447
1,0,"(4,)",Sports,1.2783e-05,11.480380799999999,8.244304,0.41910392642021177,9e-08,0.06,0.083,1.6e-07,0.06,0.083,8.896979
1,0,"(4,)",TV shows,1.1682e-05,10.595991000000001,7.609205,0.6727710008621216,9e-08,0.06,0.083,1.6e-07,0.06,0.083,7.285392
1,0,"(4,)",Video games,1.1904999999999999e-05,10.7378271,7.7110605,0.4877739816904068,9e-08,0.06,0.083,1.6e-07,0.06,0.083,8.155149
1,0,"(4,)",biology_mmlu,2.5593000000000004e-05,22.0513419,15.8355345,0.8556698262691498,9e-08,0.06,0.083,1.6e-07,0.06,0.083,33.338553
1,0,"(4,)",business_mmlu,1.3559999999999999e-05,12.064411799999998,8.663709,0.8156821310520173,9e-08,0.06,0.083,1.6e-07,0.06,0.083,45.934
1,0,"(4,)",chemistry_mmlu,2.126142857142857e-05,18.986967,13.634942142857144,0.7321029646056039,9e-08,0.06,0.083,1.6e-07,0.06,0.083,63.100486
1,0,"(4,)",computer science_mmlu,2.4566e-05,21.358848000000002,15.338240000000003,0.8780018210411071,9e-08,0.06,0.083,1.6e-07,0.06,0.083,41.072366
1,0,"(4,)",health_mmlu,2.2158e-05,19.7235612,14.163906,0.828072452545166,9e-08,0.06,0.083,1.6e-07,0.06,0.083,19.795234
1,0,"(4,)",history_mmlu,2.2059e-05,19.5733818,14.056059000000001,0.8141716003417969,9e-08,0.06,0.083,1.6e-07,0.06,0.083,19.446383
1,0,"(4,)",other_mmlu,1.6243e-05,14.116863599999999,10.137618,0.926742571592331,9e-08,0.06,0.083,1.6e-07,0.06,0.083,43.808043
1,0,"(4,)",philosophy_mmlu,1.4760000000000001e-05,12.7485624,9.155012000000001,0.6091654121875762,9e-08,0.06,0.083,1.6e-07,0.06,0.083,16.052809
1,0,"(4,)",physics_mmlu,1.89375e-05,16.58230875,11.90810625,0.6390483528375626,9e-08,0.06,0.083,1.6e-07,0.06,0.083,47.345897
1,0,"(4,)",psychology_mmlu,1.5612999999999998e-05,13.766445,9.885975,0.942040741443634,9e-08,0.06,0.083,1.6e-07,0.06,0.083,20.92
1,0,"(5,)",Art,1.2329999999999999e-05,11.1967086,8.040593,0.52392847687006,9e-08,0.06,0.083,1.6e-07,0.06,0.083,6.517787
1,0,"(5,)",Geography,1.1760000000000001e-05,10.512558,7.54929,0.4095109651486079,9e-08,0.06,0.083,1.6e-07,0.06,0.083,8.064074
1,0,"(5,)",History,1.204e-05,10.9213797,7.8428735000000005,0.46439243853092194,9e-08,0.06,0.083,1.6e-07,0.06,0.083,6.678085
1,0,"(5,)",Music,1.1357e-05,10.3206621,7.4114855,0.4612290024757385,9e-08,0.06,0.083,1.6e-07,0.06,0.083,6.352426
1,0,"(5,)",Other,1.1863e-05,10.679424000000001,7.669120000000001,0.3555575951933861,9e-08,0.06,0.083,1.6e-07,0.06,0.083,7.421234
1,0,"(5,)",Politics,1.2745e-05,11.4386643,8.214346500000001,0.52287080809474,9e-08,0.06,0.083,1.6e-07,0.06,0.083,8.089234
1,0,"(5,)",Science and technology,1.2773e-05,11.5554705,8.2982275,0.44460735023021697,9e-08,0.06,0.083,1.6e-07,0.06,0.083,6.939447
1,0,"(5,)",Sports,1.2783e-05,11.480380799999999,8.244304,0.41910392642021177,9e-08,0.06,0.083,1.6e-07,0.06,0.083,8.896979
1,0,"(5,)",TV shows,1.1682e-05,10.595991000000001,7.609205,0.6727710008621216,9e-08,0.06,0.083,1.6e-07,0.06,0.083,7.285392
1,0,"(5,)",Video games,1.1904999999999999e-05,10.7378271,7.7110605,0.4877739816904068,9e-08,0.06,0.083,1.6e-07,0.06,0.083,8.155149
1,0,"(5,)",biology_mmlu,2.5593000000000004e-05,22.0513419,15.8355345,0.8556698262691498,9e-08,0.06,0.083,1.6e-07,0.06,0.083,33.338553
1,0,"(5,)",business_mmlu,1.3559999999999999e-05,12.064411799999998,8.663709,0.8156821310520173,9e-08,0.06,0.083,1.6e-07,0.06,0.083,45.934
1,0,"(5,)",chemistry_mmlu,2.126142857142857e-05,18.986967,13.634942142857144,0.7321029646056039,9e-08,0.06,0.083,1.6e-07,0.06,0.083,63.100486
1,0,"(5,)",computer science_mmlu,2.4566e-05,21.358848000000002,15.338240000000003,0.8780018210411071,9e-08,0.06,0.083,1.6e-07,0.06,0.083,41.072366
1,0,"(5,)",health_mmlu,2.2158e-05,19.7235612,14.163906,0.828072452545166,9e-08,0.06,0.083,1.6e-07,0.06,0.083,19.795234
1,0,"(5,)",history_mmlu,2.2059e-05,19.5733818,14.056059000000001,0.8141716003417969,9e-08,0.06,0.083,1.6e-07,0.06,0.083,19.446383
1,0,"(5,)",other_mmlu,1.6243e-05,14.116863599999999,10.137618,0.926742571592331,9e-08,0.06,0.083,1.6e-07,0.06,0.083,43.808043
1,0,"(5,)",philosophy_mmlu,1.4760000000000001e-05,12.7485624,9.155012000000001,0.6091654121875762,9e-08,0.06,0.083,1.6e-07,0.06,0.083,16.052809
1,0,"(5,)",physics_mmlu,1.89375e-05,16.58230875,11.90810625,0.6390483528375626,9e-08,0.06,0.083,1.6e-07,0.06,0.083,47.345897
1,0,"(5,)",psychology_mmlu,1.5612999999999998e-05,13.766445,9.885975,0.942040741443634,9e-08,0.06,0.083,1.6e-07,0.06,0.083,20.92
