Annotated Answer,Final_Output,Original_Query,Quality_of_Answer,Query Type,Total_Cost,Total_Energy,Total_Latency,assignment,category,cost,energy,iteration,latency,plan,qoa,query_type,run_time_seconds,source_file,step_logs,struct_id,New_QoA_Score,Feasibility
27,10,How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?,0.5621997117996216,Geography,1.265e-05,11.837697,8.064127,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""10"", ""output"": ""10"", ""input_tokens"": 35, ""output_tokens"": 1}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""11"", ""output"": ""11"", ""input_tokens"": 35, ""output_tokens"": 1}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?\n\nCandidate responses:\n1. 10\n2. 11\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""10"", ""11""], ""raw_output"": ""10"", ""output"": ""10"", ""input_tokens"": 76, ""output_tokens"": 1}]",6,0.562199592590332,Feasible
"74,500 km2",340000,What is the basin size of the Koshi River in square kilometers?,0.31240314245224,Geography,1.172e-05,10.534800999999998,7.153503000000001,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the basin size of the Koshi River in square kilometers?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""76,200"", ""output"": ""76,200"", ""input_tokens"": 27, ""output_tokens"": 3}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the basin size of the Koshi River in square kilometers?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""340000"", ""output"": ""340000"", ""input_tokens"": 27, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the basin size of the Koshi River in square kilometers?\n\nCandidate responses:\n1. 76,200\n2. 340000\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""76,200"", ""340000""], ""raw_output"": ""340000"", ""output"": ""340000"", ""input_tokens"": 71, ""output_tokens"": 2}]",6,0.31240314245224,Feasible
"14,805.65","79,752 sq km",What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?,0.3763525485992431,Geography,1.642e-05,14.058356,9.633816,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""79,752 sq km"", ""output"": ""79,752 sq km"", ""input_tokens"": 37, ""output_tokens"": 5}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""22785\u5e73\u65b9\u516c\u91cc"", ""output"": ""22785\u5e73\u65b9\u516c\u91cc"", ""input_tokens"": 37, ""output_tokens"": 6}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?\n\nCandidate responses:\n1. 79,752 sq km\n2. 22785\u5e73\u65b9\u516c\u91cc\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""79,752 sq km"", ""22785\u5e73\u65b9\u516c\u91cc""], ""raw_output"": ""79,752 sq km"", ""output"": ""79,752 sq km"", ""input_tokens"": 87, ""output_tokens"": 5}]",6,0.37635260820388794,Feasible
Mount Everest,Mount Everest,What is the name of the tallest mountain?,1.0,Geography,1.009e-05,9.032049,6.194923,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the name of the tallest mountain?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Mount Everest"", ""output"": ""Mount Everest"", ""input_tokens"": 22, ""output_tokens"": 2}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the name of the tallest mountain?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Mount Everest"", ""output"": ""Mount Everest"", ""input_tokens"": 22, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the name of the tallest mountain?\n\nCandidate responses:\n1. Mount Everest\n2. Mount Everest\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""Mount Everest"", ""Mount Everest""], ""raw_output"": ""Mount Everest"", ""output"": ""Mount Everest"", ""input_tokens"": 63, ""output_tokens"": 2}]",6,1.000000238418579,Feasible
1886,1869,"What year was the municipality of Alejandría, Antioquia, Colombia, founded?",0.5429021716117859,Geography,1.267e-05,11.536955,7.872423000000001,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What year was the municipality of Alejandr\u00eda, Antioquia, Colombia, founded?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1889"", ""output"": ""1889"", ""input_tokens"": 32, ""output_tokens"": 2}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What year was the municipality of Alejandr\u00eda, Antioquia, Colombia, founded?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1869"", ""output"": ""1869"", ""input_tokens"": 32, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What year was the municipality of Alejandr\u00eda, Antioquia, Colombia, founded?\n\nCandidate responses:\n1. 1889\n2. 1869\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""1889"", ""1869""], ""raw_output"": ""1869"", ""output"": ""1869"", ""input_tokens"": 75, ""output_tokens"": 2}]",6,0.5429022312164307,Feasible
41,56 years,"For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?",0.5829557180404663,Geography,1.29e-05,11.837697,8.124042000000001,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""63"", ""output"": ""63"", ""input_tokens"": 34, ""output_tokens"": 1}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""56 years"", ""output"": ""56 years"", ""input_tokens"": 34, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?\n\nCandidate responses:\n1. 63\n2. 56 years\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""63"", ""56 years""], ""raw_output"": ""56 years"", ""output"": ""56 years"", ""input_tokens"": 76, ""output_tokens"": 2}]",6,0.5829557180404663,Feasible
1774,1864,"In which year was the municipality of Santa B√°rbara, Antioquia, Colombia, founded?",0.4814519882202148,Geography,1.363e-05,12.472171,8.495491000000001,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: In which year was the municipality of Santa B\u221a\u00b0rbara, Antioquia, Colombia, founded?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1888"", ""output"": ""1888"", ""input_tokens"": 36, ""output_tokens"": 2}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: In which year was the municipality of Santa B\u221a\u00b0rbara, Antioquia, Colombia, founded?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1864"", ""output"": ""1864"", ""input_tokens"": 36, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: In which year was the municipality of Santa B\u221a\u00b0rbara, Antioquia, Colombia, founded?\n\nCandidate responses:\n1. 1888\n2. 1864\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""1888"", ""1864""], ""raw_output"": ""1864"", ""output"": ""1864"", ""input_tokens"": 79, ""output_tokens"": 2}]",6,0.4814520478248596,Feasible
friar Juan de Los Barrios,José María Cabal.,"Who founded the municipality of Cucaita, Boyac√°, Colombia?",0.4498080611228943,Geography,2.031e-05,14.811169,11.011741,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who founded the municipality of Cucaita, Boyac\u221a\u00b0, Colombia?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Jos\u00e9 Mar\u00eda Cabal."", ""output"": ""Jos\u00e9 Mar\u00eda Cabal."", ""input_tokens"": 30, ""output_tokens"": 6}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: Who founded the municipality of Cucaita, Boyac\u221a\u00b0, Colombia?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""There is no widely recognized historical figure credited with founding the municipality of Cucaita in Boyac\u00e1, Colombia. The exact founder or founding date might not be well-documented or could vary depending on historical sources. Therefore, I cannot provide a specific individual as the founder based on commonly available information."", ""output"": ""There is no widely recognized historical figure credited with founding the municipality of Cucaita in Boyac\u00e1, Colombia."", ""input_tokens"": 30, ""output_tokens"": 23}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who founded the municipality of Cucaita, Boyac\u221a\u00b0, Colombia?\n\nCandidate responses:\n1. Jos\u00e9 Mar\u00eda Cabal.\n2. There is no widely recognized historical figure credited with founding the municipality of Cucaita in Boyac\u00e1, Colombia.\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""Jos\u00e9 Mar\u00eda Cabal."", ""There is no widely recognized historical figure credited with founding the municipality of Cucaita in Boyac\u00e1, Colombia.""], ""raw_output"": ""Jos\u00e9 Mar\u00eda Cabal."", ""output"": ""Jos\u00e9 Mar\u00eda Cabal."", ""input_tokens"": 93, ""output_tokens"": 6}]",6,0.4498080015182495,Feasible
Uttarakhand,Uttarakhand,The Alpine musk deer is the state animal of which Indian state?,1.0,Geography,1.292e-05,10.985914,7.560888999999999,"(4, 3, 5)",results_geography,3.59e-05,33.113861,1,22.418669,"[([0, 2], ['gemma3:27b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.4096049815416336,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: The Alpine musk deer is the state animal of which Indian state?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Uttarakhand"", ""output"": ""Uttarakhand"", ""input_tokens"": 27, ""output_tokens"": 4}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: The Alpine musk deer is the state animal of which Indian state?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Himachal Pradesh"", ""output"": ""Himachal Pradesh"", ""input_tokens"": 27, ""output_tokens"": 5}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: The Alpine musk deer is the state animal of which Indian state?\n\nCandidate responses:\n1. Uttarakhand\n2. Himachal Pradesh\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""Uttarakhand"", ""Himachal Pradesh""], ""raw_output"": ""Uttarakhand"", ""output"": ""Uttarakhand"", ""input_tokens"": 71, ""output_tokens"": 4}]",6,1.0,Feasible
1860,1608,"What year was the municipality of Valparaíso, Antioquia, Colombia, founded?",0.291690468788147,Geography,1.134e-05,12.287913,9.713455,"(1, 3, 5)",results_geography,3.11275e-05,35.7967545,1,28.8905075,"[([0, 2], ['llama3-chatqa:8b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.3537162542343139,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What year was the municipality of Valpara\u00edso, Antioquia, Colombia, founded?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1584"", ""output"": ""1584"", ""input_tokens"": 32, ""output_tokens"": 2}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What year was the municipality of Valpara\u00edso, Antioquia, Colombia, founded?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1608"", ""output"": ""1608"", ""input_tokens"": 32, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What year was the municipality of Valpara\u00edso, Antioquia, Colombia, founded?\n\nCandidate responses:\n1. 1584\n2. 1608\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""1584"", ""1608""], ""raw_output"": ""1608"", ""output"": ""1608"", ""input_tokens"": 75, ""output_tokens"": 2}]",6,0.2916904389858246,Feasible
27,10,How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?,0.5621997117996216,Geography,1.132e-05,12.632829,10.013455,"(1, 3, 5)",results_geography,3.11275e-05,35.7967545,1,28.8905075,"[([0, 2], ['llama3-chatqa:8b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.3537162542343139,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""11"", ""output"": ""11"", ""input_tokens"": 35, ""output_tokens"": 1}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""13"", ""output"": ""13"", ""input_tokens"": 35, ""output_tokens"": 1}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: How many mountaineers were killed in the avalanche in Uttarkashi on 4 October 2022?\n\nCandidate responses:\n1. 11\n2. 13\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""11"", ""13""], ""raw_output"": ""10"", ""output"": ""10"", ""input_tokens"": 76, ""output_tokens"": 1}]",6,0.562199592590332,Feasible
"74,500 km2",340000㎢,What is the basin size of the Koshi River in square kilometers?,0.1337747573852539,Geography,1.193e-05,11.898822999999998,9.233285,"(1, 3, 5)",results_geography,3.11275e-05,35.7967545,1,28.8905075,"[([0, 2], ['llama3-chatqa:8b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.3537162542343139,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What is the basin size of the Koshi River in square kilometers?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""25,400"", ""output"": ""25,400"", ""input_tokens"": 27, ""output_tokens"": 3}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the basin size of the Koshi River in square kilometers?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""340000\u33a2"", ""output"": ""340000\u33a2"", ""input_tokens"": 27, ""output_tokens"": 5}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the basin size of the Koshi River in square kilometers?\n\nCandidate responses:\n1. 25,400\n2. 340000\u33a2\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""25,400"", ""340000\u33a2""], ""raw_output"": ""340000\u33a2"", ""output"": ""340000\u33a2"", ""input_tokens"": 74, ""output_tokens"": 5}]",6,0.13377471268177032,Feasible
"14,805.65",228457㎢,What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?,0.0779755264520645,Geography,1.398e-05,14.457733,11.332435,"(1, 3, 5)",results_geography,3.11275e-05,35.7967545,1,28.8905075,"[([0, 2], ['llama3-chatqa:8b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.3537162542343139,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""23,000"", ""output"": ""23,000"", ""input_tokens"": 37, ""output_tokens"": 3}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""228457\u33a2"", ""output"": ""228457\u33a2"", ""input_tokens"": 37, ""output_tokens"": 5}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the forest cover area of Uttar Pradesh in square kilometers according to the India State of Forest Report 2019?\n\nCandidate responses:\n1. 23,000\n2. 228457\u33a2\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""23,000"", ""228457\u33a2""], ""raw_output"": ""228457\u33a2"", ""output"": ""228457\u33a2"", ""input_tokens"": 84, ""output_tokens"": 5}]",6,0.07797546684741974,Feasible
Mount Everest,Mount Everest,What is the name of the tallest mountain?,1.0,Geography,9.11e-06,9.562137,7.494474999999999,"(1, 3, 5)",results_geography,3.11275e-05,35.7967545,1,28.8905075,"[([0, 2], ['llama3-chatqa:8b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.3537162542343139,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What is the name of the tallest mountain?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Mount Everest"", ""output"": ""Mount Everest"", ""input_tokens"": 22, ""output_tokens"": 2}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the name of the tallest mountain?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Mount Everest"", ""output"": ""Mount Everest"", ""input_tokens"": 22, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the name of the tallest mountain?\n\nCandidate responses:\n1. Mount Everest\n2. Mount Everest\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""Mount Everest"", ""Mount Everest""], ""raw_output"": ""Mount Everest"", ""output"": ""Mount Everest"", ""input_tokens"": 63, ""output_tokens"": 2}]",6,1.000000238418579,Feasible
1886,1867,"What year was the municipality of Alejandría, Antioquia, Colombia, founded?",0.4612137973308563,Geography,1.134e-05,12.287913,9.713455,"(1, 3, 5)",results_geography,3.11275e-05,35.7967545,1,28.8905075,"[([0, 2], ['llama3-chatqa:8b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.3537162542343139,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: What year was the municipality of Alejandr\u00eda, Antioquia, Colombia, founded?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1958"", ""output"": ""1958"", ""input_tokens"": 32, ""output_tokens"": 2}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What year was the municipality of Alejandr\u00eda, Antioquia, Colombia, founded?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1867"", ""output"": ""1867"", ""input_tokens"": 32, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What year was the municipality of Alejandr\u00eda, Antioquia, Colombia, founded?\n\nCandidate responses:\n1. 1958\n2. 1867\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""1958"", ""1867""], ""raw_output"": ""1867"", ""output"": ""1867"", ""input_tokens"": 75, ""output_tokens"": 2}]",6,0.4612138271331787,Feasible
41,65 years,"For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?",0.4750151038169861,Geography,1.1605000000000002e-05,12.610741999999998,9.92337,"(1, 3, 5)",results_geography,3.11275e-05,35.7967545,1,28.8905075,"[([0, 2], ['llama3-chatqa:8b', 'blend']), ([1, 2], ['qwen2.5:14b', 'blend'])]",0.3537162542343139,Geography,4994.483655452728,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb3p66em05_lb58.41_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""40"", ""output"": ""40"", ""input_tokens"": 34, ""output_tokens"": 1}, {""node"": 1, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""65 years"", ""output"": ""65 years"", ""input_tokens"": 34, ""output_tokens"": 2}, {""node"": 2, ""type"": ""blend"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: For how many years was the original Omsund Bridge in Kristiansund, Norway, in use?\n\nCandidate responses:\n1. 40\n2. 65 years\n\nTask: Provide the most accurate answer.\n\nRules:\n- Select the factually correct response\n- If responses disagree, choose the accurate one\n- Be direct and concise\n\nOutput (nothing else):"", ""candidates"": [""40"", ""65 years""], ""raw_output"": ""65 years"", ""output"": ""65 years"", ""input_tokens"": 76, ""output_tokens"": 2}]",6,0.47501516342163086,Feasible
